Name,Description,Date,IntensityId,Length,CoachId,GenreIdList,SongIdList,SpotifyLink,WorkoutId,MaxTargets,LocationIdList,WorkoutType,MaxScore,MaxDodges,MaxKneeStrikes,MaxTriangles
"Pop Till You Drop ""Punchy Pop""",This Pop workout packs a punch! Try your hand at lower intensity and speed while focusing on hitting the big bouncy beats of this 2010s Pop anthem playlist.,8/18/2021,1,23:26,32,19,"776, 1768, 1769, 237, 1031, 206",https://open.spotify.com/playlist/1Ubs93cnjkY9o3HHzOz4CP?si=e95ae296fae34bea,1223,1749,"13, 59, 27, 5, 68, 113",classic,577,,,756
"Strut ""Feel Invincible""",Feel invincible in this hyped up mixed Rock playlist built for intensity and endurance. Climb that mountain and achieve greatness with Coach Mark as your guide!,8/19/2021,3,20:42,33,20,"1754, 1388, 1755, 840, 1231, 1533",https://open.spotify.com/playlist/7KlvTQTELW8DvrYyCU7R7Y?si=091fbd1cadd04448,1214,3242,"28, 87, 58, 53, 109, 90",classic,826,,,592
"Monster ""Summer BBQ""",You're invited to the biggest summer block party event of the year! Come kick it with Coach Doc! This perfectly laid back and soulful mix oozes the summer feel.,8/20/2021,2,25:28:00,28,"21, 23, 104","1776, 1777, 853, 1371, 1599, 1778, 970",https://open.spotify.com/playlist/3e8vWBIY4R08JCkjeGGBA8?si=e132adc2fe3c4e5d,1222,2768,"69, 18, 115, 45, 67, 65, 60",classic,764,,,704
Quick Hits Rock Boom Baby,Sway along to two sweet and smooth R&B tracks from soul's golden years.,8/22/2021,1,8:13,33,,"448, 1100",https://open.spotify.com/playlist/3vTi4KUegfoAT67xNLoVOL?si=7102e28551504301,1218,490,"2, 92",classic,128,,,101
Quick Hits Rock Hard,Channel your inner badass with two Hard Rock bangers.,8/22/2021,2,9:10,32,20,"528, 858",https://open.spotify.com/playlist/6z0AVsH0kFebpg5MjntWhU?si=6e0cc3b1116d4955,1216,970,"11, 79",classic,275,,,271
Quick Hits Molten Rock,Stomp along to two contemporary Rock tracks with kickin' energy!,8/22/2021,3,8:51,33,20,"1095, 1105",https://open.spotify.com/playlist/45Z17GWUTHqhncirLB5NvL?si=7ab03ed24ecd4838,1217,1216,"74, 61",classic,288,,,149
"Meditation ""No Coincidence""","Join Coach Doc for this meditative, guided visualization centered on purpose in Cathedral Gorge. Relax into the knowledge that you have made it through every obstacle, and breathe into the reality that you can handle everything that comes your way in the future.",8/22/2021,4,5:24,31,,,,1196,0,,meditation,,,,0
"Moment @ Malyovishki Lakes, Bulgaria","Relax by the dazzling waters of this glacial lake in the Rila Mountains of Bulgaria. To enjoy this moment without music, hit the menu button on your left controller to adjust the volume. [Experimental]",8/23/2021,4,10:04,31,,469,,1283,0,113,meditation,,,,0
"Power ""Build Me Up Believer""","Harness your power in this driving, high intensity Pop Rock explosion! Pairing strong rhythms with empowering lyrics, Coach Leanne is here to build you up and set you free.",8/23/2021,3,17:17,25,"20, 22","740, 1783, 1637, 1651, 1784",https://open.spotify.com/playlist/3pRJm7QXF7Bg13dlqfZ56j?si=ab923dc89a974fec,1250,2540,"46, 54, 25, 42, 17",classic,770,,,875
"Guilty Pleasures ""Wedding Reception All-Stars""","Light up the dance floor to this playlist packed with wedding party hits. Get the family together and warm up those line dance moves, the party is only getting started!",8/21/2021,1,19:27,28,"19, 23","653, 1706, 296, 298, 510",https://open.spotify.com/playlist/7DaiKrCWpbDCbeOLcO8kOH?si=e90e19e629c24585,1215,1519,"32, 8, 66, 34, 52",classic,421,,,390
"Self Love ""Confidence""","Join our very special Guest Coach Chesney in a triumphant workout dedicated to loving yourself for who you are. Our very first community member turned Coach, Chesney is a shining light and leader. Feel her joy and inspiration as you move with her and find your personal power.",8/24/2021,2,23:34,34,19,"1717, 1718, 1525, 1719, 1503, 168",https://open.spotify.com/playlist/58RN0ulDqBymVRi9961ATf?si=f371c0187fce47fd,1199,2655,"115, 80, 38, 28, 100, 90",classic,804,,,909
"Joy ""Groovin' and Movin'""",Find your groove to this cheerful Indie Pop playlist. Join Coach Raneir for a low intensity dance party steeped in sunshine.,8/25/2021,1,21:04,27,19,"133, 1714, 1713, 580, 402, 1307",https://open.spotify.com/playlist/1jSIOFEykJ2AHZE1NivcQE?si=1a0c0f4c6bbd488a,1194,1395,"29, 81, 106, 75, 41, 110",classic,505,,,752
"Mood Booster ""Still Having Fun""","Stand a little taller and shine a little brighter listening to this feel good 70s Rock playlist. Join Coach Doc for this fun and amped up workout, sure to leave you sweaty and smiling!",8/27/2021,3,23:36,28,20,"1676, 1782, 1041, 1366, 1781, 1665",https://open.spotify.com/playlist/4UtCIziaX20pNAv3V6zUID?si=1d252c9d0f2142ff,1225,3881,"74, 48, 107, 78, 103, 97",classic,930,,,511
"Girl Power ""I Think, Therefore, I Am""",We're celebrating all women with a soulful playlist packed with powerhouse female vocalists. Take up space with Coach Dwana in this empowering Pop and R&B workout!,8/26/2021,2,19:30,32,"19, 23","1649, 1817, 1805, 297, 1547",https://open.spotify.com/playlist/5FapjbHEugUndHRJZJ65fD?si=14d590f737c64653,1270,2089,"95, 46, 98, 32, 62",classic,608,,,634
"Moment @ Mirror Lake, Wyoming","Watch the snow fall on this frozen lake in the Medicine Bow-Routt National Forest of Wyoming. To enjoy this moment without music, hit the menu button on your left controller to adjust the volume. [Experimental]",8/30/2021,4,10:04,31,,74,,1284,0,43,meditation,,,,0
"Jazz It Up ""Swing Revival""",Lean into the swing with modern takes on the big band era. Jump and jive along to this high energy playlist of swing revival with Coach Leanne!,8/30/2021,3,19:17,25,23,"1370, 1770, 1771, 1772, 1773, 1774",https://open.spotify.com/playlist/0EbIOvf0b16ieVvDXVJY0t?si=7f527f6eca434022,1221,2805,"47, 75, 41, 97, 11, 105",classic,735,,,579
Quick Hits Reggae Getaway,Sink into the island vibes with two breezy throwback Reggae classics.,8/29/2021,2,10:07,33,"23, 104","1597, 1598",https://open.spotify.com/playlist/4iSJ09ssOuRNbh4PvJNekS?si=5f209919cc734c9f,1228,1050,"5, 16",classic,310,,,335
"Meditation ""Maybe""","Calm your mind and ground your body in 6 short minutes. Coach Doc begins your experience with a ""box breathing"" technique to settle nerves and ease anxiety, then guides you through a meditation focused on opening up and letting go.",8/29/2021,4,6:39,28,,,,1229,0,,meditation,,,,0
Quick Hits Strut,Strut along to these beat-driven Indie tracks in a short-form workout format.,8/29/2021,1,9:29,32,20,"553, 746",https://open.spotify.com/playlist/7KJnuDC5JDDEiFJof7FBVq?si=0ae8c17fabd44e5d,1230,700,"78, 35",classic,190,,,165
Rock Hard “Headstrong”,"Get amped with this Hard Rock mix from the 90s to today! Wail on guitar solos and follow through with power in this lower impact, yet high energy workout.",8/28/2021,1,20:11,32,20,"1787, 1786, 524, 763, 835",https://open.spotify.com/playlist/0tx4oXET8YnYiu9sJNV5ne?si=ef08c8f00bd1449e,1226,1699,"86, 53, 109, 3, 79",classic,519,,,596
Quick Hits Sweat Symphony,Conduct the orchestra for two explosive Classical masterworks from famous 9th symphonies.,8/29/2021,3,8:44,32,24,"1496, 1498",https://open.spotify.com/playlist/1LoHrdfMzxdYHI2q7LiE6a?si=4672766ed1854333,1227,1172,"77, 28",classic,289,,,182
"Rap-ture ""Melodic Motivation""",Dive into this Pop Rap playlist packed with melodic motivation to get your body moving. Join Coach Leanne as you dance along to these mid-tempo hip hop tracks with pop vocals and appeal.,8/31/2021,2,17:03,25,"19, 21","1349, 1761, 1763, 1422, 1012",https://open.spotify.com/playlist/1kY0QsyRszTUE4pJiEQcRk?si=327a2adad04f48ca,1245,2164,"73, 99, 106, 62, 101",classic,553,,,400
Glutacious “Going Down For Real”,"It's time to get down and focus on the glutes, baby! This low intensity workout focuses on leg lifts to strengthen the hips and outer thighs in a Dance Pop setting. Get some reps in with Coach Raneir!",9/1/2021,1,21:13,27,"19, 21, 22","922, 1206, 1558, 1160, 637",https://open.spotify.com/playlist/1O1f2XJLie7sy53XK6lwX5?si=50d75874b9bc4db0,1251,930,"82, 59, 66, 20, 91",classic,552,,,1221
"That Feeling ""Sweet Soul""",Soak in the sunshine with some sweet Soul throwbacks that'll make your heart sing! Join Coach Doc for a joyful and motivational mid-tempo workout packed with feel-good sing-alongs.,9/2/2021,2,19:26,28,23,"951, 1668, 450, 1274, 920, 1669",https://open.spotify.com/playlist/6jeddbymfMXJIlJcLxuzc6?si=668fbd4d2e2349d3,1162,2229,"27, 113, 99, 18, 95, 97",classic,715,,,896
Quick Hits Fuego,Nothing compares to that Latin flair! Move along with these two Spanish singing songstresses.,9/5/2021,1,6:46,28,"19, 104","1610, 1272",https://open.spotify.com/playlist/6I6OzJU1oj3GMILnN4SIAq?si=4e415b5841b44771,1255,444,"73, 81",classic,161,,,241
"Stretching ""Full-Body Stretch""","In this 5-minute stretch, Coach Doc guides you through his daily mobilization routine. You won't need your controllers for this - just your body and your breath. This full-body routine can be used as a warm-up or a cool-down.",9/5/2021,5,4:59,28,,,,1247,0,,stretch,,,,0
Quick Hits Nonstop K-Pop,Feel the Seoul in these heavy-hitting K-Pop favorites.,9/5/2021,2,9:25,32,"19, 104","1389, 1298",https://open.spotify.com/playlist/4PCjI98VNC9MvqGyveZ3VR?si=3813168bfbe843a5,1254,1047,"64, 108",classic,330,,,401
"Moment @ Wedgemount Lake, Canada","Travel to this pristine turquoise-colored alpine lake north of Whistler in British Columbia, Canada. To enjoy this moment without music, hit the menu button on your left controller to adjust the volume. [Experimental]",9/6/2021,4,10:04,31,,1207,,1333,0,115,meditation,,,,0
Quick Hits Joy,Glee guaranteed from these Neo Soul Pop songs in a short-form workout format.,9/5/2021,3,9:10,32,19,"61, 102",https://open.spotify.com/playlist/0LLSjWtDswNRHXdgcu2bVo?si=e3402b81989f49c4,1253,1345,"95, 62",classic,313,,,148
"Guilty Pleasures ""Jock Jams""","Y’all ready for this?! Get your head in the game with this Jock Jams inspired playlist, featuring dance and hip hop songs from the late 80s and 90s.",9/7/2021,3,23:28,25,22,"1486, 1789, 493, 484, 1120, 1788",https://open.spotify.com/playlist/4bQbGyG56WMmS4AI3JclIJ?si=45b4ed9900e744d0,1267,3681,"28, 51, 110, 40, 1, 32",classic,872,,,453
"Super Monster ""Full Bodied Beast""","Enter Beast Mode with Coach Mark in this first ever full body workout. Max out your arms, abs and glutes with mapping specially designed to target each muscle group. Pop and Electronic Dance music will have you reelin' in the reps, athlete!",9/6/2021,2,50:05:00,33,"19, 22","941, 916, 1457, 1046, 417, 1635, 1650, 1637, 1636, 1586, 1794, 1440, 1800",https://open.spotify.com/playlist/2rzqPWTn0cSyBkKYlZgyrh?si=66af686252ee40a6,1256,6422,"33, 118, 68, 16, 38, 17, 67, 52, 45, 101, 65, 27, 54",classic,1842,,,1859
"Molten Rock ""Tick Tick Boom""","Dial up the distortion and power up your punch with these 90s Alt Rock tracks. Get ready to go tick, tick, BOOM with Coach Mark!",9/4/2021,1,23:39,33,20,"855, 1686, 839, 1685, 986, 205",https://open.spotify.com/playlist/5EveSlHCJPNCf7SUe1YtKu?si=1b92b1b2520d421f,1192,1970,"84, 56, 11, 6, 111, 98",classic,560,,,555
"Monster ""So Fancy""","This monster packs a big Pop punch! Push it to the limit with Coach Raneir in this extended 30-minute workout packed with big, bad and bouncy Pop and Hip Hop tracks.",9/3/2021,3,26:34:00,27,"19, 21","437, 1796, 1368, 1795, 1127, 1036, 1734, 1785",https://open.spotify.com/playlist/5FIjmQIu52BtIE9QfN23oc?si=db44feb3dd1a4df9,1252,4383,"46, 60, 26, 42, 48, 77, 28, 79",classic,1012,,,451
"Rapattack ""Better Beware""",Looking to level-up? Prepare to pack powerful strikes with Coach Doc in this challenging low intensity workout. This playlist features motivating and energizing rap from the 2010s.,9/8/2021,1,20:51,28,21,"1424, 1801, 1802, 816, 1425, 807",https://open.spotify.com/playlist/6ZQFgB2A0FIn6b0Rx31L1z?si=365836d0c59243bb,1257,2068,"71, 29, 41, 20, 17, 55",classic,552,,,460
"Rock The Ages ""Kiss This!""","Do it for the power riffs and heavy hits! Join Coach Mark for these broad genre rock tracks from the 70s through today - all packing a ""Kiss This"" attitude punch!",9/9/2021,2,24:43:00,33,20,"626, 1792, 1809, 1793, 1463, 1666",https://open.spotify.com/playlist/7Jln1aRcn7mWsMdv68VtwI?si=049f7463cdd34a13,1264,2684,"37, 70, 2, 93, 44, 80",classic,752,,,719
"Shower Songs ""The Edge of Glory""","Mic, check! Warm up those pipes alongside Coach Raneir in this all-out Electro Power Pop set with heavy-hitting tracks from the 2010s.",9/10/2021,3,24:08:00,27,"19, 22","1518, 1790, 1791, 1634, 1780, 1504",https://open.spotify.com/playlist/0p5ZyLoE9lPbk2dyO8fnNi?si=49828516cddb44ac,1268,3193,"69, 100, 13, 92, 112, 90",classic,870,,,770
"Strut ""Indie Kicks""","Show us what you've got, Supernatural Athlete! Suit up that Strut style and spirit with Coach Dwana to these contemporary Indie Pop/Rock tracks from the 2010s.",9/11/2021,1,21:19,32,"19, 20","972, 1798, 378, 138, 756, 1799",https://open.spotify.com/playlist/20VqTWPQYvsqK6VBJNjLJX?si=f8ad0235e9d745fa,1271,1775,"61, 106, 87, 8, 107, 55",classic,469,,,380
"Rock Hard ""Caged Animal""",Unleash your inner beast with a little help from Coach Mark. Get wild to an eclectic mix of hard-hitting Alternative and Rock music.,9/13/2021,3,21:43,33,20,"1461, 1808, 1806, 1267, 1807, 843",https://open.spotify.com/playlist/3JyBqLcEgGFLOIIISxulaD?si=2d576c7cbd9341ec,1276,3559,"35, 109, 72, 6, 63, 86",classic,876,,,547
"Meditation ""Powerful""",Join Coach Doc for this 5-minute guided visualization. Meditate on your power and realize that you're strong enough to overcome whatever obstacles may come your way.,9/12/2021,4,5:46,28,,,,1275,0,,meditation,,,,0
Quick Hits Take The Stage,Do it for the fans! Rock your heart out with Coach Doc to these iconic live performances in a short-form workout format.,9/12/2021,2,7:33,28,20,"1202, 1201",https://open.spotify.com/playlist/1kHxBj9SpVElaJJUvjZKfs?si=27947e94efbe4c00,1274,944,"89, 84",classic,280,,,304
"Moment @ Wharariki Beach, New Zealand","Watch the sun set over the calming waters of the Tasman Sea in the South Island of New Zealand. To enjoy this moment without music, hit the menu button on your left controller to adjust the volume. [Experimental]",9/13/2021,4,10:04,31,,1224,,1334,0,60,meditation,,,,0
Quick Hits Break Stuff,Break it while you shake it with Coach Raneir to motivating contemporary Alternative Rock hits.,9/12/2021,3,9:03,27,20,"1602, 1601",https://open.spotify.com/playlist/3gzHlfjBkyrRzWXdSdPYWF?si=a1c0d93192b64da1,1273,1275,"82, 56",classic,299,,,147
Quick Hits Guilty Pleasures,No shame in movin' and groovin' to two 70s classics in this short-form workout format.,9/12/2021,1,7:26,28,"19, 20","1274, 1275",https://open.spotify.com/playlist/5EZWOXvvG5hPOnvySJBHpp?si=d740dbf800c14504,1272,474,"50, 75",classic,221,,,420
"Mood Booster ""Soul Rockin’ 70s""","Coach Doc invites you to Shake YOUR Groove Thing, yeah, yeah! Lift your spirits to the sounds of Soulful Pop and Disco from the 70s.",9/14/2021,1,21:34,28,"20, 23","1744, 1677, 1515, 1594, 1816, 1163",https://open.spotify.com/playlist/6glyOFqhuxLMjy39H2icK1?si=b14d95a12f9f478f,1258,1935,"41, 105, 78, 97, 99, 74",classic,646,,,864
"Fuego ""Pure Salsa""",Step-touch your way through this Salsa-inspired workout with Coach Leanne to kick off our Celebration of Hispanic and Latinx Heritage Month! Dance along to classic songs that helped define the genre and inspired a distinct new style of movement.,9/15/2021,2,24:41:00,25,"19, 104","805, 1844, 1845, 1824, 1825",https://open.spotify.com/playlist/5PA0Pvkldhd9DX6JrDKVF1?si=6ad6143c6f724e84,1281,2421,"107, 62, 64, 8, 52",classic,753,,,895
"Nouveau Disco ""Funky Sensation""",Can you feel it? Coach Raneir's Funky Sensation is in full-force with this playlist of classic and current disco dance floor diamonds. Who said disco was dead?!,9/16/2021,3,21:28,27,"22, 23","1827, 1828, 1829, 1575, 1070, 1830",https://open.spotify.com/playlist/307wPNSmfzOs0CgPo6ok0Q?si=ffbf96e062a44066,1285,2981,"46, 66, 45, 32, 101, 67",classic,797,,,668
"Rock The Ages ""Clássicos""",Rock along with Coach Dwana as we Celebrate Hispanic and Latinx Heritage Month. Work up a sweat and honor some of the biggest names in the Latin Rock and fusion game!,9/21/2021,2,24:15:00,32,"20, 104","1865, 1849, 1394, 1848, 550, 802",https://open.spotify.com/playlist/3vTTjiTTX8t7s870YPgR3k?si=20c6c0982a35451d,1301,2645,"78, 87, 45, 80, 107, 89",classic,901,,,1240
"Summer ""Summer Wrap Up""",Suit up and catch some rays with Coach Doc. Dive into this wrap-up playlist highlighting some of the catchiest releases from Summer 2021.,9/17/2021,2,18:44,28,19,"1822, 1649, 1818, 1761, 1722, 1819",https://open.spotify.com/playlist/3mTn9FBppSPh3RDhmJdrkS?si=bbece4e3d721469a,1286,2054,"75, 115, 70, 2, 106, 87",classic,554,,,476
"Meditation ""Rebirth""",Take a seat and join Coach Doc for this 5-minute guided visualization. Release tension and meditate on the power of change.,9/19/2021,4,5:16,28,,,,1295,0,,meditation,,,,0
"Quick Hits Pros Only ""A Call To Arms""","Pop those targets alongside Coach Leanne to remixes of recognizable hits from the mid-2010s in this fast-paced, two song set.",9/19/2021,3,10:13,25,"19, 22","1438, 1442",https://open.spotify.com/playlist/4rtj7iTgYlqLYPkb7PByVY?si=1881176df89145aa,1292,1775,"54, 90",classic,385,,,100
"Rapattack ""Reggaeton Romp""","Ride these romping Reggaeton rhythms as we continue our Celebration of Hispanic and Latinx Heritage Month. Taking inspiration from Hip Hop, Dancehall, and Latin music styles, this high intensity workout is packed with danceable bangers!",9/20/2021,3,16:41,27,"21, 104","1891, 1860, 1867, 1868, 1866",https://open.spotify.com/playlist/2YtBWmefNrhUHvAuqQAMFs?si=fb8e3bef67ba4399,1307,2440,"8, 91, 3, 98, 56",classic,565,,,257
"Pump, You Up 90s ""Woo Hoo""","Right about now! Check it out now! Dance and sweat it out alongside Coach Mark to danceable, head bang-able beats from mid-late 90s Alt Pop/Rock acts.",9/18/2021,1,21:12,33,20,"1767, 1820, 1211, 863, 1419, 289",https://open.spotify.com/playlist/39te7Fv8CsI7kEBUQsqUej?si=48b1396aaab54402,1287,1995,"118, 29, 48, 98, 34, 91",classic,577,,,594
"Moment @ Laguna Torre, Argentina","Bask in the warm sunset hues of this glacial lake in South America's southern tip, Patagonia. To enjoy this moment without music, hit the menu button on your left controller to adjust the volume. [Experimental]",9/20/2021,4,10:04,31,,1226,,1335,0,52,meditation,,,,0
Quick Hits Flow,Drift along to two easy-going current Pop hits with Coach Raneir.,9/19/2021,1,7:27,27,"19, 21","252, 163",https://open.spotify.com/playlist/3Gx4fSGVgEVWNKyryYdjbN?si=2d4d9e0ff6f74ac9,1294,523,"113, 73",classic,142,,,125
Quick Hits Power,Muscle through to Modern Rock with Coach Mark in this short-form workout.,9/19/2021,2,9:28,33,20,"751, 339",https://open.spotify.com/playlist/44n6lZdCiHRG4C6YI1OJKB?si=250b67c3b95f4a17,1293,941,"111, 53",classic,259,,,235
"Molten Rock ""Somebody Told Me""","Attitude high and rock 'n' roll salutes even higher! Join Coach Raneir for some chunky guitar riffs, soaring synth and driving beats from 00s/10s Alt Dance Rock.",9/23/2021,2,19:30,27,20,"972, 1871, 1162, 337, 1872, 840",https://open.spotify.com/playlist/4B7d5yKzqinKvrYpyE6wrF?si=bf6c35e1ade34ae1,1326,2476,"37, 90, 75, 29, 100, 79",classic,659,,,545
"Rock Boom Baby ""Good For The Soul""","Hold On, Coach Doc is Comin' in hot to Rock Boom Baby for the first time in High Intensity! Brace yourself for hard-hitting, Souled out Pop and Rock from the 1960s.",9/24/2021,3,18:30,28,"20, 23","698, 1842, 1843, 1841, 1690, 1840",https://open.spotify.com/playlist/7qyvn9rdLACf9mBPy3CiOb?si=a293f39fcf034299,1289,2558,"61, 74, 50, 103, 33, 116",classic,642,,,433
"Flow ""Grow With The Flow""",Float along with Coach Doc in this eclectic mix of contemporary R&B and Pop music. This workout is intended feel expansive and inspire a feeling of openness.,9/22/2021,1,21:04,28,"19, 23","731, 1450, 1455, 544, 1033, 915",https://open.spotify.com/playlist/1ntv99CZsWPemk6k4wiyMU?si=8524d365c2734494,1312,1514,"93, 47, 77, 62, 32, 46",classic,489,,,621
"Mood Booster ""Always Where I Need To Be""",Upbeat and bright sounding tracks alongside Coach Mark to match! Bop along to punchy Indie Pop and Rock from the 00s and 10s.,9/25/2021,1,21:11,33,"19, 20","1582, 1852, 329, 584, 913, 399",https://open.spotify.com/playlist/0zRtq4MaLW1DFY8Ckra8F5?si=6b0cd123dd8142bf,1320,1533,"9, 105, 94, 99, 41, 2",classic,464,,,524
Quick Hits Girl Power,Get moving with Coach Doc for a two song set featuring production and vocals from powerful female artists!,9/26/2021,3,8:29,28,22,"1250, 1456",https://open.spotify.com/playlist/1s03ULUYiXv2I9kevd4apZ?si=eef08de58f4b4bad,1303,1350,"100, 54",classic,391,,,402
Quick Hits Mighty Musicals,Lose yourself in these stories told through song with Coach Dwana in an emotional short-form workout.,9/26/2021,2,9:41,32,24,"1524, 1525",https://open.spotify.com/playlist/6Oahk0zdtrocLBXG4aW39n?si=be4482cf69954647,1304,1191,"13, 38",classic,348,,,365
"Meditation ""No Agenda""","There's nothing you need to do except be here and be now. The past has already occurred, the future is not present. Here in this moment there is no agenda.",9/26/2021,4,4:49,28,,,,1306,0,,meditation,,,,0
Quick Hits A Call To Arms,"Join Coach Raneir for two low intensity maps to Pop hits, specially built to target your arms and upper body.",9/26/2021,1,9:29,27,19,"350, 828",https://open.spotify.com/playlist/5UBnFleLPTHbiKbsZtLtsy?si=4071a96d2436451a,1305,696,"76, 67",classic,139,,,0
"Moment @ Isabela Island, Galápagos","Wade through the warm waters of the Galápagos Islands off the coast of Ecuador. To enjoy this moment without music, hit the menu button on your left controller to adjust the volume. [Experimental]",9/27/2021,4,10:04,31,,1237,,1336,0,16,meditation,,,,0
"Jazz It Up ""Boogaloo Groove""","Ride the rhythm of classic Latin Jazz from the swingin' 60s to Celebrate Hispanic and Latinx Heritage Month! Join Coach Doc as we groove along to Afro-Cuban, Boogaloo and everything in between.",9/27/2021,2,20:30,28,"23, 104","1854, 1856, 1859, 1857, 1858, 1855",https://open.spotify.com/playlist/7nb1vtoEXw639m7A60P3g1?si=a9c84f53faba473a,1325,2336,"69, 59, 73, 95, 48, 101",classic,632,,,548
"Punk You ""Classics""",Punk it up with bands who paved the way in creating a new movement through music in the 1970s. Rock out alongside Coach Leanne to these Classic songs.,9/28/2021,3,14:45,25,20,"500, 424, 1847, 1846, 912",https://open.spotify.com/playlist/7ekhgjVTwWqGzwb2i2BEVj?si=dcf59d09ef284066,1308,2309,"34, 55, 82, 108, 84",classic,584,,,406
"Abs-o'licious ""Like, Totally Core""","Rep, rinse and repeat your way back to the 80s workout tape days! Target your abdominals and obliques with leg lifts for added challenge to these totally awesome hits from the decade.",9/29/2021,2,29:38:00,32,"19, 20","276, 1001, 604, 603, 1412, 1566",https://open.spotify.com/playlist/6x9KRtO2mYCRbFQl763PF1?si=c423a6bb71ed4d01,1290,3115,"92, 44, 94, 47, 58, 50",classic,877,,,847
"Pop Till You Drop ""Baila-ble""",Bop to these infectiously danceable Latin Pop hits with Coach Raneir to Celebrate Hispanic and Latinx Heritage Month!,9/30/2021,2,21:47,27,"19, 104","1264, 1270, 1271, 1206, 1833, 1125",https://open.spotify.com/playlist/3tKxMziya0jQKw4086zVEI?si=9929254d6f3c4dd2,1288,2827,"69, 93, 5, 18, 16, 95",classic,739,,,579
Quick Hits Skinny Jeans...,Dance Yrself Clean with Coach Leanne in this two song set featuring Indie Electronic bangers.,10/3/2021,2,13:56,25,20,"409, 676",https://open.spotify.com/playlist/7dpexyzZsAifMkdkTn0hcS?si=7887453fd2874076,1328,1700,"113, 68",classic,435,,,317
"Just Dance ""Switch Me On""",It's time to get Alt with Coach Dwana. Rediscover Alternative Dance Pop from the mid to late-2000s.,10/2/2021,1,21:32,32,22,"1254, 1578, 1583, 1585, 1414",https://open.spotify.com/playlist/742fhE2uRtRM0SptNpt3wC?si=93f60694da204851,1337,1710,"63, 97, 116, 70, 103",classic,556,,,715
"Stretching ""Shoulder Mobility""","The shoulder joint is one of the most mobile joints in the human body. In this stretch with Coach Leanne, you'll explore your range of motion and activate supporting muscles. Perfect for pre- or post-workout, or any time you are looking to open the upper-body.",10/3/2021,5,6:27,25,,,,1309,0,,stretch,,,,1
"Moment @ Vinicunca, Peru","See the soaring peaks and plunging valleys of Vinicunca, Peru. To enjoy this moment without music, hit the menu button on your left controller to adjust the volume. [Experimental]",10/4/2021,4,10:04,31,,1302,,1426,0,107,meditation,,,,0
Quick Hits Freedom Rock,Throw it back with quintessential Classic American Rock hits in this short-form workout alongside Coach Doc.,10/3/2021,3,8:22,28,20,"1678, 1679",https://open.spotify.com/playlist/2BJc8X1vpMLEl0MaYXW3NG?si=dc36a37ae0e54f11,1327,1428,"6, 20",classic,365,,,266
"Monster ""M(emo)ries""",Warp back to the golden age of Pop Punk with Coach Leanne! Mosh and mash those targets in our first ever Pop Punk Monster.,10/1/2021,3,25:40:00,25,20,"1767, 377, 1380, 367, 371, 1850, 687, 415",https://open.spotify.com/playlist/6zsuYHSawbKi25gVSEVTRM?si=ca4025ae9cd44d06,1302,4230,"104, 117, 86, 79, 109, 11, 28, 35",classic,1044,,,661
"The Drop ""ElectroLatin""","Explore the sounds of ElectroLatin alongside Coach Leanne as these artists spin their take on Salsa, Merengue and Cumbia music. Take on these complex rhythms yourself as we Celebrate Hispanic and Latinx Heritage Month.",10/4/2021,3,19:39,25,,"1702, 1892, 1893, 1335, 1331, 1894",https://open.spotify.com/playlist/45fKFNgKfsVuiz57TImkFx?si=9774e016b18c48d6,1332,3224,"64, 45, 1, 17, 42, 52",classic,826,,,604
Quick Hits Joy,Dance hard and smile harder to bouncy contemporary Pop music during this two song Quick Hit with Coach Dwana.,10/3/2021,1,7:50,32,19,"1714, 1713",https://open.spotify.com/playlist/42sGhl0W6XXLjnFF4b5H6G?si=1f1d43e99a4448d0,1340,587,"69, 115",classic,224,,,355
"Fresh Finds ""LatinX""",Discover new sounds and fresh artists from the Latinx/Hispanic community. Ignite your might and get ready to dance alongside Coach Raneir as we continue our Celebration of Hispanic and Latinx Heritage Month.,10/5/2021,2,17:17,27,"19, 104","1879, 1610, 1869, 1877, 1878",https://open.spotify.com/playlist/0JWnHT1NzAkQ6MwZDRZJMV?si=7279c727dfae432f,1331,1739,"59, 47, 16, 18, 93",classic,447,,,331
"Super Monster ""Dancing Machine""",Turn on your very own Dancing Machine to these classic R&B/Soul songs from the 1960s and 70s. Celebrate the joy in your movement and dance like no one's watching with Coach Dwana.,10/6/2021,1,42:00:00,32,23,"653, 1870, 508, 1514, 600, 1706, 1816, 1575, 1863, 555, 1174, 1691",https://open.spotify.com/playlist/1maDdeEunypQx7HPHm6mpn?si=0b16c52815ff46bb,1330,3615,"118, 106, 70, 74, 60, 65, 62, 67, 66, 77, 81, 27",classic,1083,,,1201
"Broken Dreams Team ""Angsty Anthems""",Belt the angst out to these know-every-word ear-worms from the 90s with Coach Mark.,10/7/2021,2,27:58:00,33,20,"1656, 1657, 664, 1118, 569, 673",https://open.spotify.com/playlist/62R3WrOKz3KcyDODex24iX?si=c5db18517e114f17,1396,2972,"94, 48, 90, 75, 98, 105",classic,863,,,896
